name,geometry_resto
Sidrería Gaztemanu,POINT (439904.1221122181 4478268.080070237)
El Esfuerzo,POINT (439749.8676281936 4478229.64565721)
Tony Roma's,POINT (439566.0988149513 4478268.70269014)
Musolari,POINT (442304.09372949274 4477160.84826042)
Restaurante Cadaqués Madrid,POINT (442057.22111139767 4475023.703800476)
El Barril de las Letras,POINT (440877.0508083806 4473972.441715024)
Tragabuches,POINT (444448.1887966412 4477908.971692565)
Raji Industani,POINT (440814.31194179144 4473281.977534757)
Bar - Restaurnate El chaflán,POINT (442832.1748614567 4479793.2631085375)
El Rincón de Ruimi,POINT (439397.9101220661 4470299.456864994)
La Taberna de Domínguez,POINT (440251.59162964753 4478011.325632063)
Los pequeños Aro,POINT (440132.8015583907 4477983.889839147)
Tuk Tuk,POINT (440993.0280463612 4474878.783904414)
Mar Y Tierra,POINT (442464.4165363573 4478557.588550416)
Pazo Coruña,POINT (442783.3910588351 4473884.709755135)
Coalla,POINT (442274.2582048568 4478272.17741404)
La Lirio,POINT (440276.06067175063 4475222.200456546)
Barrio Humedo,POINT (442446.3813339637 4474364.337396225)
Viet Nam,POINT (440516.49797743076 4473946.787035595)
La Reserva,POINT (440575.61354894727 4474162.181543942)
L'Art Crêperie,POINT (439497.33904409443 4475084.004050205)
Arequepay,POINT (440965.48554043716 4472754.116954382)
Bar Cafetería May,POINT (440995.6282557225 4472865.207870169)
Défilé café,POINT (441023.15408683964 4475101.991898372)
Totò e Peppino,POINT (441032.6255950952 4475090.628006774)
No.na.me Bar,POINT (441727.9758480333 4475014.156616832)
Forta pizza bar,POINT (442213.90489994944 4475416.610828638)
Benjis Bar,POINT (432621.0862852088 4479985.399683858)
Restaurante Yuca,POINT (442691.9571491268 4480878.319252294)
Honest Greens,POINT (441330.1651105056 4477934.405849933)
Casa Carola,POINT (442527.55828823044 4475832.3372656545)
La Imprenta,POINT (440194.3683422392 4474061.31083289)
El Hortera,POINT (440181.10924755293 4474060.56185779)
La Redonda,POINT (433415.6110152132 4477436.360555798)
Restaurante Merche,POINT (442728.96372655215 4477592.166942515)
Tanguito Parrilla,POINT (442767.7479969623 4477512.567384732)
Cucumber,POINT (442701.64691559697 4477835.924317695)
Tatema Madrid,POINT (440674.0946860889 4473310.737135583)
Hunan Restaurant,POINT (440315.834976367 4474749.683095333)
Tapa Tapa Santa Ana,POINT (440507.21722662385 4474047.510284462)
El Cruce,POINT (443016.1576648082 4477650.87435212)
Lola Si Mola,POINT (440902.0149539042 4473857.497588305)
Asador El Molinón,POINT (438743.43128305546 4474815.529265752)
Restaurante Midtown,POINT (441568.1467514714 4477891.9276405815)
Only One Bar,POINT (437132.20629408 4472603.214912471)
Llagar La Llobera,POINT (440644.7822534284 4475899.03225956)
La Esperanza,POINT (440657.8895672631 4473656.295036768)
El Capricho Extremeño,POINT (439898.26291513676 4473194.607734422)
Benjis.bar,POINT (434682.81351861596 4479598.148004862)
Benjis. bar,POINT (432640.9694727423 4479947.910255957)
AskuaBarra,POINT (440714.526476068 4474287.063071137)
Vira Vira - The Gyro's,POINT (440435.60052085255 4475105.994430831)
Cevichería Rokoto,POINT (439092.7546523156 4472118.946560214)
Villoldo,POINT (441974.2171443975 4476449.912643198)
Viridiana,POINT (441495.7589846351 4474296.189219967)
KultO,POINT (442472.47159016586 4474395.42974963)
Taberna Laredo,POINT (442721.5036160602 4474617.76612025)
Mesón Hípica,POINT (432477.7687675187 4470691.540180714)
Majar,POINT (441771.1058894031 4467333.804733722)
El quinto alimento,POINT (440406.74816493125 4478829.800643613)
Casa Ramona Taberna Manchega,POINT (440288.6538670023 4478587.035987721)
Bar Restaurante Donate,POINT (440416.6320591253 4477204.165032106)
Los andenes,POINT (439516.43747517373 4472951.220467522)
El Kiosko Valdebebas,POINT (447812.95000581496 4481918.700434322)
Paleo&Keto,POINT (442723.79919422534 4477708.619016466)
Mesón Sidrería Arturo,POINT (445624.64888620767 4480455.751745377)
La bodeguita de Orense,POINT (441064.09950315475 4478352.904995528)
Abascal,POINT (441101.3627796847 4476591.175391887)
La Cocina de María Luisa,POINT (442158.1210842968 4474994.662267366)
Tony Roma's,POINT (441099.4759473943 4478403.390174494)
Las Jarritas,POINT (441065.0611047738 4478367.3394546285)
Casa Paniza,POINT (441063.95431465213 4478350.619391422)
Burmet,POINT (439702.632851559 4472890.543647438)
Zalacaín,POINT (441588.4382649698 4476679.142127965)
Tiki Taco Santa Isabel,POINT (440718.2250802443 4473650.622691285)
Sala de Despiece 2,POINT (440656.8423602939 4474463.0430081105)
tapas nuevo meson don Fernando,POINT (450637.3017620321 4480230.55139709)
Sa Brisa Madrid,POINT (442376.9630316555 4474612.713961614)
La Churrasqueria del Garnacho,POINT (447850.06583333615 4481971.136076763)
,POINT (440380.3797289278 4474699.427354321)
Sabor Nusantara,POINT (440643.4752463885 4476377.559890332)
As de Bastos,POINT (439968.4969137308 4478298.124008786)
Donde siempre,POINT (440005.6899197267 4478315.065353255)
El Barril de Orense,POINT (441010.93277401075 4477833.211004073)
El Rancho de Santa África,POINT (440964.7852112335 4477822.818077875)
Pupuseria Madrid Rio Grande Atocha,POINT (441030.31979732343 4473056.320818793)
Hakuna Patata,POINT (441032.4080499513 4472593.353161832)
Kausa Madrid by Gonzáles Bastidas,POINT (440752.9976605496 4473808.531996833)
Le Bistroman Atelier,POINT (439681.7826647207 4474310.397994247)
Vaca Nostra,POINT (441719.7482700997 4480701.213374899)
Carlos Arroces,POINT (446740.30299849296 4479321.583346811)
La Tía Carlota,POINT (440630.1305359383 4473219.560314565)
Sheraton,POINT (440124.6908573708 4477769.199942139)
Sotillos's,POINT (440035.46858305833 4478296.721495322)
Mirador de Castilla,POINT (440204.96013107494 4478270.600264811)
Be Beirut,POINT (439991.7792110318 4473739.0676657865)
La Terraza del Santo Domingo,POINT (439893.5629101046 4474689.228312338)
Tasty Poke Bar,POINT (442274.95224720624 4471936.224950444)
La Cachapera,POINT (440998.4278860262 4474945.056708888)
Punto y punto,POINT (440798.4456106277 4475133.491030454)
Vega,POINT (440100.49785011663 4474870.966163849)
El Jardín de Arzábal,POINT (441151.5238529687 4473285.717768383)
Restaurante Dos Cielos,POINT (439755.0833042833 4474582.163811181)
Fogon Doña Juanita II,POINT (436028.41112926044 4469589.807189821)
Brandon's,POINT (436189.4069859854 4469444.183624923)
Mesón Lucio,POINT (436238.52750644163 4469470.829836939)
Horreo de Valmayor,POINT (436225.8332306219 4469440.643846893)
Bar El Acueducto,POINT (435786.8217572461 4471053.468549902)
Limanta,POINT (445439.7130946889 4470579.50918414)
Dai,POINT (441307.452561757 4474693.443260002)
La Tomasa,POINT (448377.6677354163 4470491.6261037)
Bar Supera,POINT (447038.11976153945 4474816.205463298)
Zoquito Campo de las Naciones,POINT (446490.95218854933 4480621.610093782)
Bethalia II,POINT (446573.91258681926 4480423.837164839)
SANDWICHES OLMEDO SL,POINT (446521.8276726663 4480420.246332459)
Restaurante Bethalia,POINT (446217.1544807338 4480716.552038734)
Casa Tua,POINT (446233.32640475704 4480720.964853999)
Restaurante Crono Cristalia,POINT (446192.3250207574 4480710.614129305)
El almacén,POINT (447418.5444738163 4474373.626189994)
Mesón El Rincón de El Bierzo,POINT (439498.26120871905 4472738.800521968)
Kabuki,POINT (440909.8048740782 4478301.881135266)
Restaurante El Valle Hermoso,POINT (440936.7654684488 4478293.664796085)
Selvático,POINT (441119.0850231819 4478092.238446114)
El Marginal,POINT (442824.8977599406 4474404.133929363)
Alquitara,POINT (442440.5245821691 4472595.247996977)
,POINT (445275.34522846306 4476338.987103481)
Casa Mories,POINT (439859.6776569621 4474083.203303369)
La mamona Castellana,POINT (441539.893897404 4476498.257970708)
La Mamona Chamberi,POINT (440673.76788032363 4476578.2535657855)
La Revuelta,POINT (441907.9828863561 4476167.847678927)
Fokacha,POINT (440621.09555780474 4476935.63600374)
NOI,POINT (441414.8281332387 4474827.2873669695)
Restaurante Indiano,POINT (441820.80424135254 4475613.1364261145)
bobia,POINT (439992.93935019436 4473685.764104534)
O Grelo,POINT (442784.21716013685 4474531.035522735)
Orchestra Kitchen,POINT (440998.1787619697 4477269.207152438)
La Paloma II,POINT (444807.37173260166 4475285.690234615)
El torrezno,POINT (440901.4915138767 4472658.278629974)
Craft 19,POINT (439945.00016030634 4476186.998922469)
Alba,POINT (436772.8999264624 4469849.140278465)
Camiño,POINT (448746.6054498635 4475262.810759236)
Cilindro,POINT (442754.83664832066 4475565.137274094)
Ronda 14,POINT (441945.95571479516 4476409.469886996)
China Crown,POINT (441772.05099770357 4475616.157041085)
Ishou,POINT (439875.4983657157 4474989.346989468)
Mar y Tierra,POINT (447098.25331183634 4476595.925002808)
Racers Madrid,POINT (447078.47524568776 4476590.081511634)
La Trinera,POINT (441888.9811028901 4475393.214373055)
Portacos Bar,POINT (444165.90960620035 4471637.052767322)
Cartel de Mala,POINT (440434.40072274493 4475238.96785105)
Ronda,POINT (439229.92490095174 4473322.989067958)
Taquería María Bonita,POINT (439269.49254661077 4473300.9112145845)
Bar Retaurante Estoril,POINT (439291.58568765636 4473288.965619586)
Los Arcos de Ponzano,POINT (440692.47223622754 4476595.633460689)
Casa Real,POINT (443723.1752261404 4471560.014764703)
,POINT (433393.0348321501 4470074.449938761)
María Malagueta,POINT (448730.71963116433 4475367.419164194)
Metropoli,POINT (448734.10671748605 4475334.283313843)
Piazza Italia,POINT (448702.8137376398 4475521.551370257)
La Cueva de Barragan II,POINT (439289.8668383107 4474997.342293117)
Kritikos,POINT (440847.30052459624 4475018.2911467245)
Pupuseria Rio Grande,POINT (442111.91056360665 4467191.815732417)
Tras os montes,POINT (438806.4602681361 4482524.729959447)
La cervecera,POINT (443409.8774095819 4471611.657435324)
El pernil extremeño,POINT (444457.4940805522 4471536.44939979)
La Dorrego,POINT (440285.93096426956 4475880.636692197)
Cotorrita,POINT (440845.04722293926 4475874.1815631185)
El pajar de Manolita,POINT (440652.32273939287 4476119.576418752)
Pizzart Luchana,POINT (440578.38661564223 4475752.208033459)
Cris Café,POINT (443768.6429149446 4477015.670154291)
Nagú,POINT (442805.4337479024 4475154.494468872)
Como en Casa,POINT (447755.6431322292 4478800.327651249)
El Rescoldo,POINT (442981.78338900796 4475801.870487326)
Killari,POINT (439504.0474853042 4476355.16999785)
Korea,POINT (441004.59492816613 4477155.640904445)
Makitake,POINT (441834.5312862998 4480630.651928835)
Macao,POINT (440578.1386554454 4474107.168896303)
Chicken On Fire,POINT (437082.3259157691 4470558.89382331)
Pizzería Carlos | Vistalegre,POINT (437184.39754943294 4470797.569578087)
Asador Lujam,POINT (437401.16923212266 4470798.7112262845)
Samba,POINT (441388.8372854615 4476404.73841216)
Bovia del Viso,POINT (435085.55379062495 4469454.134165684)
Pizzería Popizza,POINT (435022.73153322993 4469471.317550272)
Fanático,POINT (441515.75269385753 4476310.068076904)
Restaurante Peruano,POINT (437766.81830839236 4471049.40966353)
Freedom Pizza,POINT (440535.3740044622 4475716.316610996)
El Emperador,POINT (436228.1460186059 4469590.994244934)
Snack-Bar Emperador,POINT (442834.5806434998 4477200.928001305)
Kukaramakara,POINT (440982.4746672966 4471598.698672403)
Jordan,POINT (439744.81854843965 4469040.320753559)
Kebabish,POINT (440091.04471997824 4469041.979795577)
El Casal de Pepa,POINT (443072.12247139536 4473080.095963293)
Mediterrae,POINT (443136.86666643154 4473828.46042566)
Vips,POINT (443167.6962065632 4473935.325060808)
Ginos,POINT (443164.7144764401 4473883.36365411)
La Tagliatella,POINT (442335.836223613 4471585.878113056)
Thai Emotion,POINT (443918.6318947303 4479930.405893133)
Cheff a Brasas,POINT (434889.95834895107 4471771.301247832)
Mishky's,POINT (435266.1436357503 4471367.397497139)
Vukata,POINT (435352.8341172716 4471029.8311085645)
El Huarique,POINT (435338.7114077889 4471107.868948386)
El Rincon del Chifa,POINT (435348.1779340232 4471124.871445377)
Enciso Gastrobar,POINT (440402.0084717512 4478281.240033823)
Manka Peruano,POINT (440350.58949154976 4478267.817978614)
Nano el Mexicano,POINT (440544.7589101059 4478192.520416523)
Cafetería Musical,POINT (437789.13507795316 4471979.129110533)
Alistano,POINT (437811.1767094327 4471974.073168785)
NoveCento,POINT (435898.4638071894 4471555.799404415)
El Ranchito,POINT (437752.0974412212 4471917.783059597)
Badsha,POINT (439990.2316105127 4478759.463312407)
Bar Restaurante Los Faroles,POINT (440062.2159622547 4478768.277870979)
Asador Betel,POINT (436710.37605225854 4469402.187403195)
Casa Botías,POINT (437024.5962085694 4469371.061131103)
Marisquería Pirri,POINT (437133.0704456037 4469337.127660701)
Sal y Azúcar,POINT (437121.3813559681 4469416.428802478)
Mesón la Cascada,POINT (436812.48304112884 4469420.964548482)
Bodega Salvaje,POINT (443092.32151994447 4475038.940239657)
Fayer Madrid,POINT (441243.45512295276 4475423.5459826095)
Patio Siete,POINT (441370.7238750475 4475574.872435068)
,POINT (438612.97996084794 4472946.605195409)
La Ñusta,POINT (437088.9689934681 4473115.298884738)
El Señor de Mayca,POINT (437084.2830238753 4473078.672467387)
El Cortijo,POINT (436982.9854284441 4473031.068210019)
Mesón Navazul,POINT (440845.31011367345 4479393.603080237)
Bar Restaurante La marmita,POINT (446300.9405629517 4469791.94995494)
Ben-A-Ber,POINT (435114.17604789074 4471694.262165416)
La Mexita,POINT (435472.32292298134 4471564.735927157)
Asador & Burger,POINT (435051.6828137464 4471668.838149471)
El Rincón Tulueño,POINT (436474.2913135449 4470110.473796569)
Li-Sushi,POINT (436443.7066640814 4470252.122318171)
El Tonel,POINT (436366.72526665515 4470213.844316136)
MI causa,POINT (440453.95465903956 4477937.636690538)
Sabor Sichuan,POINT (439479.65071762895 4475258.394573617)
Perla del Sabor,POINT (440694.38174953876 4478930.242655128)
Las tapas de bacalao,POINT (441699.4069190298 4470840.009018041)
La Cibeles,POINT (440362.34038350795 4478405.928495031)
Elbe,POINT (440542.483262693 4478558.407389577)
La Bodeguita,POINT (437151.2789527329 4471008.826627474)
La Chiquita,POINT (439012.1667188207 4472159.119613094)
Sabor 100% Latino 2,POINT (438978.2028004591 4472207.195256306)
Carro,POINT (438954.0792302606 4472219.224828017)
De Madrid Al Rancho,POINT (439241.9374108153 4472081.138025404)
100 Montaditos,POINT (438697.2173816338 4471779.956830921)
Chifa Doromari,POINT (438533.8338810414 4471482.330376591)
Sabor K-tracho,POINT (437409.4372088464 4470941.230581153)
Washington,POINT (437425.3047333588 4470957.8603019)
El Goloso Ecuatoriano,POINT (437168.9581890973 4471541.845218986)
Donde Mila,POINT (437169.6534771595 4471123.087650947)
ella Sky Bar,POINT (440175.01266213687 4474662.821740995)
Faborit,POINT (441635.7622632053 4479846.54561687)
Bar Las Peñas,POINT (439958.0100014845 4478812.339231461)
La Parrilla de Andoriña,POINT (440826.5498724022 4478996.06754847)
El Vagón de la Máquina,POINT (440170.6534082585 4474580.101017848)
El Vagón de la Máquina,POINT (442579.2073884858 4475156.768179033)
Puerta 57,POINT (441560.2725138694 4478197.768813231)
熊仔解馋坊II（Restaurante xiongzai II）,POINT (440356.85317262536 4474555.416838578)
La Merced,POINT (447130.4549523266 4470087.693979745)
Dakar,POINT (440516.79623313213 4473528.734285092)
El Conde,POINT (445769.58232560864 4479576.75203031)
Taberna Griega,POINT (442458.58715485013 4472781.576886996)
Beker6,POINT (441724.6263723221 4476385.4901861595)
Sichuan Kitchen,POINT (439737.3162804156 4475072.701735595)
El Parque,POINT (435452.1092184271 4471194.177934251)
El Timon del Terraza,POINT (435664.8271966128 4470985.977400978)
Brutal Burrito,POINT (440509.4752952412 4473408.106170911)
La Mayor,POINT (440858.7817019348 4479555.500804224)
Tilin Tilin,POINT (436719.7603628551 4470991.638936204)
,POINT (436786.53139096085 4470984.837629887)
Los 2 Amigos III,POINT (436802.8909450373 4471048.651020608)
Canada,POINT (437023.3468569664 4471517.92280466)
Montados & Tapas Co.,POINT (436933.32084099174 4471478.882871086)
La Lupita II,POINT (436893.7209044787 4471480.348075562)
La Sazón de la Chola,POINT (436913.7690680299 4471455.125192087)
Rincón Catracho,POINT (436909.1637720127 4471449.491448303)
El Señor de los Milagros,POINT (436866.47017021175 4471333.459577427)
La Abundancia,POINT (436860.33211263455 4471320.19036894)
Leomar,POINT (438741.33546018356 4472933.644704539)
Urban Poke,POINT (448579.2246122391 4476056.364471942)
Los Mesegares,POINT (436720.4310994464 4470950.383049872)
Los 2 Amigos,POINT (436824.92407652846 4470899.1388300015)
El Barrio,POINT (435475.43750506453 4471496.583809636)
Zuppa,POINT (440557.78665452887 4473852.792308686)
Barinka,POINT (440262.58588534215 4474035.812706705)
Materia Prima,POINT (441614.2761287493 4478623.336853884)
Taberna La Trucha,POINT (440607.4863155873 4474074.9442775035)
Tasty Bowl,POINT (439800.50228047697 4473228.827009265)
La Perla de Vallekas,POINT (445306.12652061705 4470367.063941433)
Cervecería Costa Verde,POINT (436964.63456387183 4471522.622967245)
El Rincón Criollo,POINT (436198.8521257378 4470947.916523659)
África Ndiambour,POINT (440218.51657099824 4473554.828380433)
Colores,POINT (440293.6563988259 4473395.301732386)
La Teranga,POINT (440352.16261738166 4473382.370120464)
Domino,POINT (436205.5819098811 4471645.651140947)
K - Familia,POINT (440733.29522845836 4479237.913275336)
Fairuz,POINT (441077.0710502142 4479385.680690781)
El Flaco,POINT (443148.2051714829 4477747.623040851)
Taquería Mi Ciudad,POINT (440609.79465127847 4474706.875258625)
Taberna La Cata,POINT (439374.15305866196 4475243.91714746)
Tuk Tuk,POINT (440905.06802580354 4478187.348030998)
CaboPalos,POINT (441493.8286953771 4480422.150105593)
Doña Lola restaurante gastrotaberta,POINT (447388.17050015676 4468542.507414772)
Zen Noodle Bar,POINT (440974.20839736256 4473790.069786439)
Cocina y sabor,POINT (448185.9929871883 4469109.684215428)
Cervecería Los Mellizos,POINT (436217.60182776675 4471336.282559786)
Ra-Men Kagura,POINT (440568.9310469551 4481537.773766932)
El Enigma,POINT (435460.4080107954 4471231.382876229)
Fratelli,POINT (435462.4345522342 4471258.773200334)
Casa Koi Migrante,POINT (440593.8862383526 4475915.043155179)
Taberna Colina,POINT (442997.99957479583 4475292.972783751)
Tiki Taco Clavel,POINT (440655.68783245055 4474640.862486165)
Restaurante San Nicolás,POINT (444214.49730048666 4475148.836125979)
Cervecería Restaurante El Muro,POINT (439715.6577009634 4471470.944276325)
Mas Y Mas,POINT (441037.7865055018 4478288.283996504)
Midang,POINT (440486.65777927736 4477966.826926418)
M,POINT (440538.1373734789 4477667.253598089)
Mr Kabab,POINT (440536.1171742392 4477667.02542295)
La cocina de Gucho,POINT (440844.9436632423 4478522.087656838)
Ka Boodle Filipino Restaurant,POINT (440124.29445462406 4477795.989171979)
D'stapa,POINT (439728.2825288415 4473908.912181609)
Yamato BBQ,POINT (440461.6995172484 4474149.364896217)
Grama Lounge,POINT (440462.4075730941 4474111.383929532)
Bar Gyoza Go!,POINT (439886.3502249048 4474199.191235876)
Troade Beer&Burger,POINT (445257.7681600669 4476484.921468029)
Quimbaya,POINT (441207.049582413 4476392.730971521)
Main,POINT (448056.6424070605 4481928.770539264)
Prost Chamberí,POINT (439909.48062907223 4476176.971152783)
La Virgen 154,POINT (440551.04047321144 4476681.48608911)
Buffalo Bar,POINT (435521.66894303984 4471964.571753119)
Bella Ciao,POINT (435530.57966087165 4471866.686380169)
La Rodaja,POINT (443669.06120263616 4475655.86131596)
Casa Pipi,POINT (439595.70700242877 4474056.485806031)
Egeo Suvlakeria Griega,POINT (440413.1942229895 4474951.096128895)
Corner,POINT (447962.7767229583 4469226.804808434)
Naïa,POINT (439642.4924880044 4473828.900393259)
Vanila,POINT (439641.1389651598 4473820.97430726)
Foster's Hollywood,POINT (442395.3683852296 4471557.29202679)
La Rueda,POINT (433774.7665984026 4470116.330597402)
Comida Preparada El Dorado,POINT (433865.37251430925 4470073.792905715)
Urvan Street Food,POINT (440419.4521251334 4474120.2171688555)
La Lonjería,POINT (446491.1576984267 4470527.382641361)
Restaurante Cardumen,POINT (446496.2654390014 4470524.67102618)
Burritos Tex Mex,POINT (440645.30834225984 4474928.629428567)
El Nuevo Zaguan,POINT (433594.612826013 4479009.260707475)
Taco Vaca,POINT (433646.92742070346 4478889.361780842)
Sibarita,POINT (433622.7366914507 4478944.958835432)
Santita carbón mexicano,POINT (440650.6545748581 4474488.412591533)
Las Viñas,POINT (439200.16306029895 4473207.494649825)
,POINT (439179.65854523255 4473186.192203762)
Tricicle,POINT (447987.8730228654 4469272.1535662)
La Arepera Resto-bar,POINT (440324.9361199387 4474356.147487425)
Decadente,POINT (440694.2894832926 4474068.051891976)
Honest Greens,POINT (442044.70498898235 4476531.411962439)
Ginkgo Restaurante & Sky Bar,POINT (439618.3935851166 4474910.5452409815)
La Mas Castiza,POINT (439968.92280651035 4473913.175828232)
El Capataz,POINT (441112.6098229436 4477831.733614421)
Restaurante Sushi&Buey - Okela,POINT (444850.6100159922 4482130.901239093)
Arugula,POINT (442158.67997214757 4474862.604939906)
Parrilla El Barril,POINT (440876.71781321574 4473954.960830559)
África Fusión,POINT (440712.59747446736 4473302.639998935)
La Alhambra,POINT (440477.68059288047 4473310.850428687)
Manolita Chen,POINT (442189.4141152027 4475042.675253485)
Jinode,POINT (441057.39554507815 4473539.67339443)
Cisne Azul,POINT (440956.8286334315 4474903.656914932)
Restaurante Garten True Food,POINT (441057.83294997347 4477851.968219831)
Entre Pisc y Nazca,POINT (440408.9333772079 4474034.026465233)
Casa Andreea,POINT (443675.5795576187 4477656.43140104)
Saona,POINT (441848.6223135907 4479140.504015497)
Pakistani restaurante,POINT (440464.0009680463 4473412.274579717)
Los Herreros,POINT (445752.11918786546 4469634.428535695)
Sports & Tapas Bar Madrid,POINT (439748.5166601448 4474136.679696948)
Jumar,POINT (443324.70240590826 4473679.933512455)
Sushi Tokami,POINT (441015.3397836161 4477480.762287567)
Miss Sushi,POINT (441227.17420342704 4478542.921679391)
Ramen Kagura,POINT (446401.9358899923 4473249.263493488)
La cocina de Sofía,POINT (445243.49988747656 4469337.420700134)
Chiwexuan Ramen Bar & Restaurante - Las Tablas,POINT (442489.79503801535 4484663.473124722)
Falafelería,POINT (440733.30514058145 4473608.998194741)
La Bodega de Casanova,POINT (441792.2682562928 4475379.478571768)
Rollo Ocho,POINT (439648.8039605077 4473952.067077552)
Galerna,POINT (452300.8832631607 4473030.697466154)
Los Toledanos,POINT (433548.6830094307 4470339.456232525)
Tienda de Vinos,POINT (440829.88184545963 4474850.40904915)
Cafetería hospital,POINT (447530.1921944056 4470805.183611518)
Nelly' Bar,POINT (445424.0937019238 4480608.158360105)
El Senador,POINT (440314.368923644 4474040.162483267)
Namaste India,POINT (439979.2012538419 4471598.520196435)
Orale Burrito,POINT (440423.791743174 4472192.589873406)
La Fonda Lironda,POINT (441279.939963194 4475280.483401843)
100 Montaditos,POINT (440030.6798352573 4481247.921000854)
Fuku,POINT (441693.379371776 4475836.228594244)
Sidreria El Valle,POINT (439519.2862907433 4475853.472162495)
Torres II,POINT (436047.9405183008 4469128.573262233)
La Avenida,POINT (436040.38123561203 4469045.504538369)
El Álamo,POINT (436036.7104942706 4469021.247484546)
Venta,POINT (436013.36566092115 4468974.90115079)
La Villa,POINT (440563.2255501071 4478746.533316047)
Inti de Oro,POINT (440707.8017784782 4474141.597824539)
La vaca argentina,POINT (440711.1352058104 4474171.509914558)
La Pulperia de Mila,POINT (441817.1129760347 4474830.559025403)
Arcade,POINT (440635.57694545126 4478751.465205613)
Toro Burger,POINT (440701.89387162786 4478354.221846387)
El Garrotín,POINT (440722.9790485257 4478434.024497393)
La Rollerie,POINT (443162.15833563654 4474190.858014219)
El jardín de Baco 2,POINT (448580.5764528722 4470102.408344951)
Honest Greens,POINT (440712.04191553267 4474539.34507963)
Honest Greens,POINT (441157.18719131657 4477680.102860672)
Honest Greens,POINT (441561.9789818485 4480940.921279827)
Can Punyetes,POINT (440880.96382655983 4474011.374112948)
Santo SAM,POINT (442524.05687970895 4475056.108694102)
EatMyTrip Brunch & Cocktails,POINT (439461.91715942096 4473840.746387079)
Naked & Sated Bakery,POINT (441015.71933174005 4471832.8818938965)
Naked & Sated: Preciados,POINT (440156.9308871552 4474441.474364907)
Naked & Sated: Serrano,POINT (441791.5408951068 4476310.129360685)
IndThai,POINT (440446.61431355804 4478761.136150839)
Sanissimo Gran Via,POINT (440383.2883278635 4474764.320931683)
Sanissimo Principe Pío,POINT (438641.5890893485 4474928.324099447)
El Gran Azul,POINT (442651.34556397767 4478992.244459509)
Vips,POINT (442629.4681968351 4478768.566883581)
No me llames Dolores,POINT (442652.0305533989 4479007.502648799)
Paipai,POINT (442675.6965235811 4479058.562126783)
Enbable,POINT (442665.7995351695 4479043.907318999)
Marbella,POINT (442646.3609042911 4478943.68386727)
Ginos,POINT (442631.72514016496 4478777.607741272)
Davvero,POINT (440538.72436351574 4474301.476432298)
La Tasquita de Pereira,POINT (442966.5449487793 4476927.86752251)
El jamón de oro,POINT (442995.5275407905 4476955.953528936)
Yomar,POINT (443141.66603863606 4477083.965389977)
Sidrería Asgaya,POINT (439424.68541456095 4472693.59303386)
El Bacaro de Fabio,POINT (439644.80405638873 4473843.0573464)
Arturo's,POINT (442272.98944381834 4471454.952924671)
El Esquinazo,POINT (443855.0320008963 4472635.667220213)
PizzaKore,POINT (444187.3326587814 4471624.638417933)
Naki's Urban Food,POINT (446127.20513246494 4476201.926741206)
Sky Sushi & Ramen,POINT (441454.9728266007 4474822.855371541)
El Barril del Recoletos,POINT (441440.92442350223 4474830.557948141)
Madrid Oyster Bar,POINT (441474.01416806923 4474792.901455554)
Las Columnas,POINT (441480.6374440431 4474788.220778148)
Red Project,POINT (441470.7335045958 4474734.559910708)
Los Rotos,POINT (441025.4420355431 4473816.1194602065)
La Bistroteca,POINT (442393.44539260387 4475080.489323342)
La Penela,POINT (442050.57078002766 4476090.09352892)
Can Pizza,POINT (440793.67202041077 4476006.751998791)
Bar Tomelloso,POINT (444184.36578203726 4470028.364565028)
La Diavla,POINT (442411.5228524991 4474742.492050431)
Naked & Sated: Preciados,POINT (440156.69216788013 4474440.266297511)
Abrazzas,POINT (437699.99929292354 4471264.129526759)
Shiray,POINT (446851.06719876424 4476511.4679062795)
Pizza Lobby,POINT (439067.13550240226 4480636.826115871)
Puerta bisagra,POINT (444007.202281489 4472565.717547974)
Sushi Tomo,POINT (434751.215249901 4469849.920734908)
Casa Lobo,POINT (440641.4006948257 4474160.8167452505)
El Edén Gastrobar,POINT (439690.8279740963 4475051.828930123)
Rowok,POINT (443321.8706059118 4472053.046347801)
Reina del Quinche,POINT (440876.0145346925 4479219.045629691)
La Cabaña Tetuán,POINT (440881.7075544717 4479235.618462566)
Gago Restaurante,POINT (441021.99129117857 4479500.507559855)
Restaurante Copete,POINT (451957.8142472808 4477613.606250105)
Ramen Shifu,POINT (440620.00459652964 4474692.352412074)
Juana La Loca,POINT (441443.87211075 4474811.497321142)
La Esperanza,POINT (440657.87025823887 4473669.9378789)
La Fisna Vinos,POINT (440541.34518281417 4473171.398703307)
Sala de Despiece 2,POINT (440656.4657995457 4474469.062544762)
Casa Toni,POINT (440452.6416665113 4474119.9201878)
Tiki Taco Iglesias,POINT (440775.8198519164 4476290.49332251)
Tiki Taco Guzman,POINT (439508.23789456044 4476431.886558283)
Tiki Taco,POINT (439393.88207280484 4475465.893840069)
Kausa Madrid,POINT (440753.5803963999 4473813.55598323)
Pupusería Madrid Rio Grande Atocha,POINT (441035.70566407236 4473066.779660809)
Che Pibita,POINT (440998.1409025275 4477266.554384297)
Green Tea Zurbano,POINT (441234.30693237705 4476734.995214285)
La Taba,POINT (439852.925863174 4473785.182286862)
,POINT (439917.24118122004 4476348.22615296)
,POINT (439749.0009207933 4476316.94114694)
